order_details_id,order_id,pizza_id,quantity
44871,19720,five_cheese_l,1
44872,19720,four_cheese_l,1
44873,19720,thai_ckn_m,1
44874,19721,ital_cpcllo_l,1
44875,19722,hawaiian_m,1
44876,19723,hawaiian_s,1
44877,19724,mediterraneo_s,1
44878,19725,pepperoni_l,2
44879,19726,ckn_pesto_m,1
44880,19727,pepperoni_l,1
44881,19728,bbq_ckn_l,1
44882,19728,ckn_pesto_l,1
44883,19729,bbq_ckn_m,1
44884,19729,cali_ckn_m,1
44885,19729,hawaiian_s,1
44886,19729,ital_supr_l,1
44887,19730,pep_msh_pep_s,1
44888,19730,thai_ckn_l,1
44889,19730,the_greek_s,1
44890,19731,prsc_argla_m,1
44891,19732,sicilian_s,1
44892,19733,five_cheese_l,1
44893,19733,spicy_ital_l,1
44894,19733,thai_ckn_m,1
44895,19733,veggie_veg_l,1
44896,19734,ckn_pesto_s,1
44897,19734,mediterraneo_l,1
44898,19734,spinach_fet_m,1
44899,19735,cali_ckn_s,1
44900,19735,soppressata_s,1
44901,19735,spinach_supr_s,1
44902,19736,classic_dlx_l,1
44903,19736,green_garden_s,1
44904,19736,hawaiian_m,1
44905,19736,sicilian_m,1
44906,19737,big_meat_s,1
44907,19737,calabrese_l,1
44908,19737,four_cheese_l,1
44909,19737,hawaiian_s,1
44910,19737,ital_cpcllo_l,1
44911,19737,soppressata_m,1
44912,19737,thai_ckn_l,1
44913,19738,thai_ckn_l,1
44914,19738,the_greek_s,1
44915,19739,thai_ckn_l,1
44916,19740,bbq_ckn_l,1
44917,19740,cali_ckn_m,1
44918,19740,classic_dlx_s,1
44919,19740,five_cheese_l,1
44920,19740,ital_supr_m,1
44921,19741,hawaiian_s,1
44922,19742,ckn_alfredo_m,1
44923,19742,pep_msh_pep_s,1
44924,19742,spicy_ital_l,1
44925,19743,thai_ckn_m,1
44926,19744,ital_cpcllo_l,1
44927,19744,thai_ckn_l,1
44928,19745,brie_carre_s,1
44929,19746,five_cheese_l,1
44930,19747,five_cheese_l,1
44931,19748,four_cheese_l,1
44932,19749,pep_msh_pep_m,1
44933,19750,the_greek_m,1
44934,19751,ckn_pesto_s,1
44935,19752,mexicana_l,1
44936,19753,spinach_fet_l,1
44937,19754,big_meat_s,1
44938,19754,mexicana_m,1
44939,19754,mexicana_s,1
44940,19755,bbq_ckn_m,1
44941,19755,cali_ckn_m,1
44942,19755,ckn_alfredo_s,1
44943,19755,classic_dlx_s,1
44944,19755,four_cheese_l,1
44945,19755,ital_supr_l,1
44946,19755,mediterraneo_s,1
44947,19755,pepperoni_s,1
44948,19755,peppr_salami_m,1
44949,19755,prsc_argla_l,2
44950,19755,sicilian_s,1
44951,19755,spin_pesto_s,1
44952,19755,the_greek_s,1
44953,19756,southw_ckn_l,1
44954,19757,big_meat_s,1
44955,19758,bbq_ckn_l,1
44956,19758,ital_supr_l,1
44957,19759,four_cheese_l,1
44958,19759,pepperoni_l,1
44959,19759,veggie_veg_l,1
44960,19760,prsc_argla_m,1
44961,19761,green_garden_l,1
44962,19762,prsc_argla_m,1
44963,19762,spicy_ital_s,1
44964,19762,spinach_fet_m,1
44965,19763,ckn_alfredo_m,1
44966,19764,pepperoni_m,1
44967,19764,spinach_fet_l,1
44968,19765,bbq_ckn_l,1
44969,19765,pepperoni_l,1
44970,19766,cali_ckn_l,1
44971,19767,five_cheese_l,1
44972,19767,ital_cpcllo_m,1
44973,19767,spinach_fet_l,1
44974,19767,thai_ckn_l,1
44975,19768,bbq_ckn_l,1
44976,19768,bbq_ckn_m,1
44977,19768,ital_supr_m,1
44978,19769,prsc_argla_m,1
44979,19769,southw_ckn_m,1
44980,19770,ckn_pesto_m,1
44981,19770,classic_dlx_m,1
44982,19770,sicilian_l,1
44983,19771,mediterraneo_m,1
44984,19772,ckn_alfredo_m,1
44985,19773,cali_ckn_l,1
44986,19773,four_cheese_m,1
44987,19773,hawaiian_l,1
44988,19773,ital_supr_m,1
44989,19774,thai_ckn_l,1
44990,19775,peppr_salami_s,1
44991,19775,the_greek_m,1
44992,19776,cali_ckn_m,1
44993,19776,mexicana_m,1
44994,19776,veggie_veg_m,1
44995,19777,cali_ckn_m,1
44996,19777,the_greek_xl,1
44997,19778,cali_ckn_m,1
44998,19778,green_garden_s,1
44999,19778,spicy_ital_m,1
45000,19778,thai_ckn_l,1
45001,19779,classic_dlx_s,1
45002,19779,spicy_ital_l,1
45003,19780,hawaiian_l,1
45004,19780,thai_ckn_s,1
45005,19781,napolitana_l,1
45006,19782,ital_veggie_m,1
45007,19782,sicilian_s,1
45008,19783,sicilian_s,1
45009,19784,four_cheese_l,1
45010,19784,thai_ckn_l,1
45011,19785,classic_dlx_m,1
45012,19786,four_cheese_l,1
45013,19786,prsc_argla_m,1
45014,19787,ital_supr_m,1
45015,19788,classic_dlx_s,1
45016,19788,hawaiian_l,1
45017,19789,ital_supr_l,1
45018,19790,ital_supr_m,1
45019,19790,mediterraneo_l,1
45020,19790,soppressata_l,1
45021,19790,spicy_ital_s,1
45022,19791,ckn_pesto_m,1
45023,19791,classic_dlx_m,1
45024,19791,five_cheese_l,1
45025,19791,ital_cpcllo_l,1
45026,19792,hawaiian_l,1
45027,19793,mexicana_m,1
45028,19793,napolitana_l,1
45029,19793,prsc_argla_m,1
45030,19794,cali_ckn_m,1
45031,19794,four_cheese_l,2
45032,19794,four_cheese_m,1
45033,19794,ital_cpcllo_l,1
45034,19794,pepperoni_l,1
45035,19794,sicilian_l,1
45036,19794,southw_ckn_m,2
45037,19794,thai_ckn_l,1
45038,19794,thai_ckn_s,1
45039,19795,spinach_fet_l,1
45040,19795,veggie_veg_l,1
45041,19796,ital_veggie_m,1
45042,19797,ital_cpcllo_s,1
45043,19797,mexicana_m,1
45044,19797,spicy_ital_l,1
45045,19798,five_cheese_l,1
45046,19798,southw_ckn_l,1
45047,19799,ital_supr_m,1
45048,19799,southw_ckn_l,1
45049,19799,southw_ckn_m,1
45050,19800,classic_dlx_s,1
45051,19801,big_meat_s,1
45052,19802,four_cheese_l,1
45053,19803,spicy_ital_l,1
45054,19804,spin_pesto_s,1
45055,19805,peppr_salami_l,1
45056,19805,soppressata_s,1
45057,19805,thai_ckn_s,1
45058,19806,spinach_supr_s,1
45059,19807,spin_pesto_m,1
45060,19808,cali_ckn_l,1
45061,19808,spinach_fet_s,1
45062,19809,hawaiian_m,1
45063,19810,ckn_pesto_l,1
45064,19810,veggie_veg_l,1
45065,19811,cali_ckn_m,1
45066,19811,napolitana_l,1
45067,19812,bbq_ckn_s,1
45068,19812,ckn_pesto_l,1
45069,19812,hawaiian_s,1
45070,19812,ital_cpcllo_l,1
45071,19812,napolitana_l,1
45072,19812,prsc_argla_s,1
45073,19812,veggie_veg_l,1
45074,19812,veggie_veg_s,1
45075,19813,veggie_veg_m,1
45076,19814,sicilian_m,1
45077,19815,ital_cpcllo_m,2
45078,19815,soppressata_l,1
45079,19816,ckn_pesto_l,1
45080,19816,thai_ckn_l,1
45081,19817,classic_dlx_s,1
45082,19817,pepperoni_s,1
45083,19818,ital_veggie_m,1
45084,19818,spicy_ital_l,1
45085,19819,ital_veggie_m,1
45086,19819,spicy_ital_l,1
45087,19819,the_greek_m,1
45088,19820,spinach_fet_m,1
45089,19821,bbq_ckn_l,1
45090,19821,pep_msh_pep_m,1
45091,19821,spinach_supr_m,1
45092,19821,thai_ckn_l,1
45093,19822,mediterraneo_s,1
45094,19823,spinach_fet_l,1
45095,19824,mexicana_l,1
45096,19824,spicy_ital_s,1
45097,19824,spin_pesto_s,1
45098,19824,veggie_veg_s,1
45099,19825,pep_msh_pep_s,1
45100,19825,sicilian_s,1
45101,19825,spinach_supr_s,1
45102,19826,ital_supr_l,1
45103,19826,spinach_supr_s,1
45104,19827,cali_ckn_l,1
45105,19828,sicilian_l,1
45106,19828,veggie_veg_s,1
45107,19829,pep_msh_pep_s,1
45108,19829,pepperoni_l,1
45109,19830,big_meat_s,1
45110,19830,classic_dlx_m,1
45111,19830,ital_supr_l,1
45112,19831,cali_ckn_l,1
45113,19831,cali_ckn_m,1
45114,19831,four_cheese_l,1
45115,19831,the_greek_s,1
45116,19832,ckn_alfredo_m,1
45117,19832,classic_dlx_s,1
45118,19832,four_cheese_m,1
45119,19833,bbq_ckn_l,1
45120,19833,sicilian_m,1
45121,19834,prsc_argla_m,1
45122,19834,spinach_supr_s,1
45123,19834,the_greek_l,1
45124,19834,veggie_veg_m,1
45125,19835,classic_dlx_l,1
45126,19835,five_cheese_l,1
45127,19836,thai_ckn_l,1
45128,19837,four_cheese_l,1
45129,19837,hawaiian_m,1
45130,19837,ital_supr_m,1
45131,19837,spinach_fet_m,1
45132,19838,classic_dlx_s,1
45133,19838,prsc_argla_m,1
45134,19839,calabrese_m,1
45135,19839,cali_ckn_s,1
45136,19839,prsc_argla_m,1
45137,19840,big_meat_s,1
45138,19840,veggie_veg_m,1
45139,19841,bbq_ckn_s,1
45140,19841,ckn_alfredo_m,1
45141,19841,pepperoni_m,1
45142,19841,prsc_argla_s,1
45143,19842,five_cheese_l,1
45144,19842,peppr_salami_s,1
45145,19843,cali_ckn_l,1
45146,19843,four_cheese_m,1
45147,19843,napolitana_l,1
45148,19843,spin_pesto_m,1
45149,19844,four_cheese_l,1
45150,19844,ital_veggie_m,1
45151,19845,bbq_ckn_m,1
45152,19845,ital_veggie_s,1
45153,19845,soppressata_s,1
45154,19846,mexicana_l,1
45155,19847,hawaiian_s,1
45156,19848,pepperoni_l,1
45157,19849,brie_carre_s,1
45158,19849,ckn_pesto_m,1
45159,19849,southw_ckn_s,1
45160,19850,hawaiian_l,1
45161,19851,classic_dlx_m,1
45162,19851,thai_ckn_l,1
45163,19852,bbq_ckn_l,1
45164,19852,hawaiian_s,1
45165,19853,peppr_salami_l,1
45166,19854,sicilian_l,1
45167,19854,thai_ckn_l,1
45168,19855,spicy_ital_l,1
45169,19856,big_meat_s,1
45170,19856,ckn_pesto_l,1
45171,19856,four_cheese_l,1
45172,19856,ital_veggie_m,1
45173,19857,napolitana_l,1
45174,19858,bbq_ckn_m,1
45175,19858,calabrese_m,1
45176,19858,classic_dlx_m,1
45177,19858,ital_supr_l,1
45178,19858,napolitana_l,1
45179,19858,pep_msh_pep_l,1
45180,19858,pepperoni_l,1
45181,19858,southw_ckn_l,1
45182,19858,spinach_fet_l,1
45183,19858,spinach_supr_s,1
45184,19858,the_greek_l,1
45185,19859,four_cheese_l,1
45186,19859,napolitana_s,1
45187,19860,southw_ckn_m,1
45188,19861,ital_cpcllo_m,1
45189,19862,four_cheese_m,1
45190,19862,pepperoni_s,1
45191,19863,bbq_ckn_l,1
45192,19863,ckn_alfredo_m,1
45193,19863,five_cheese_l,1
45194,19863,hawaiian_l,1
45195,19863,pepperoni_m,2
45196,19864,ital_veggie_m,1
45197,19865,pepperoni_s,1
45198,19865,spin_pesto_s,1
45199,19865,thai_ckn_l,1
45200,19866,five_cheese_l,1
45201,19867,thai_ckn_l,1
45202,19867,veggie_veg_l,1
45203,19868,cali_ckn_s,1
45204,19869,cali_ckn_s,1
45205,19869,napolitana_s,1
45206,19869,pep_msh_pep_m,1
45207,19869,spicy_ital_m,1
45208,19870,five_cheese_l,1
45209,19870,soppressata_s,1
45210,19871,bbq_ckn_l,1
45211,19872,napolitana_l,1
45212,19872,pep_msh_pep_l,1
45213,19872,peppr_salami_s,1
45214,19873,napolitana_l,1
45215,19874,bbq_ckn_s,1
45216,19874,four_cheese_l,1
45217,19874,ital_cpcllo_l,1
45218,19874,ital_supr_m,1
45219,19874,mexicana_l,2
45220,19874,pep_msh_pep_s,1
45221,19874,pepperoni_m,1
45222,19874,pepperoni_s,1
45223,19874,sicilian_m,1
45224,19874,soppressata_l,1
45225,19874,spicy_ital_l,1
45226,19874,spicy_ital_s,1
45227,19874,veggie_veg_l,1
45228,19875,classic_dlx_m,1
45229,19875,four_cheese_m,1
45230,19875,mediterraneo_l,1
45231,19875,mexicana_m,1
45232,19876,hawaiian_l,1
45233,19876,ital_supr_m,1
45234,19876,peppr_salami_s,1
45235,19877,spin_pesto_s,1
45236,19877,spinach_fet_m,1
45237,19878,ckn_pesto_l,1
45238,19878,the_greek_l,1
45239,19878,veggie_veg_s,1
45240,19879,spinach_fet_s,1
45241,19879,thai_ckn_s,1
45242,19880,ckn_pesto_m,1
45243,19881,spicy_ital_s,1
45244,19882,bbq_ckn_m,1
45245,19882,cali_ckn_l,1
45246,19882,ital_supr_l,1
45247,19882,mexicana_m,1
45248,19883,prsc_argla_l,1
45249,19883,veggie_veg_m,1
45250,19884,ckn_alfredo_s,1
45251,19885,ckn_pesto_m,1
45252,19885,hawaiian_l,1
45253,19886,calabrese_l,1
45254,19886,sicilian_l,1
45255,19887,spinach_supr_s,1
45256,19888,mexicana_l,2
45257,19888,spin_pesto_s,1
45258,19889,thai_ckn_s,1
45259,19890,veggie_veg_s,1
45260,19891,bbq_ckn_m,1
45261,19891,four_cheese_l,1
45262,19891,peppr_salami_l,1
45263,19891,spinach_fet_m,1
45264,19892,spin_pesto_s,1
45265,19893,pepperoni_m,1
45266,19894,four_cheese_l,1
45267,19895,big_meat_s,1
45268,19895,ital_veggie_m,1
45269,19895,pep_msh_pep_l,1
45270,19895,spicy_ital_l,1
45271,19896,cali_ckn_m,1
45272,19896,ckn_pesto_s,1
45273,19897,green_garden_s,1
45274,19897,hawaiian_m,1
45275,19897,southw_ckn_l,1
45276,19897,the_greek_xl,1
45277,19898,ital_supr_l,1
45278,19898,sicilian_l,1
45279,19899,big_meat_s,1
45280,19899,classic_dlx_m,1
45281,19900,cali_ckn_l,1
45282,19900,veggie_veg_m,1
45283,19901,cali_ckn_m,1
45284,19901,veggie_veg_s,1
45285,19902,southw_ckn_m,1
45286,19903,four_cheese_l,1
45287,19903,pep_msh_pep_m,1
45288,19903,sicilian_s,1
45289,19903,veggie_veg_s,1
45290,19904,green_garden_s,1
45291,19905,bbq_ckn_s,1
45292,19905,hawaiian_s,1
45293,19905,pep_msh_pep_s,1
45294,19906,mediterraneo_l,1
45295,19906,the_greek_xl,1
45296,19907,big_meat_s,1
45297,19907,ital_supr_l,1
45298,19907,napolitana_m,1
45299,19907,spinach_supr_s,1
45300,19908,big_meat_s,1
45301,19909,cali_ckn_m,1
45302,19909,ital_veggie_s,1
45303,19909,spicy_ital_s,1
45304,19910,pepperoni_m,1
45305,19910,spicy_ital_l,1
45306,19910,veggie_veg_m,1
45307,19911,classic_dlx_s,1
45308,19911,pep_msh_pep_m,1
45309,19911,pepperoni_l,1
45310,19912,cali_ckn_l,1
45311,19912,ital_supr_m,1
45312,19912,pep_msh_pep_m,1
45313,19912,thai_ckn_l,1
45314,19913,ital_cpcllo_l,1
45315,19913,southw_ckn_l,1
45316,19913,the_greek_s,1
45317,19914,big_meat_s,1
45318,19914,classic_dlx_m,1
45319,19915,peppr_salami_s,1
45320,19916,cali_ckn_m,1
45321,19916,ckn_alfredo_s,1
45322,19916,peppr_salami_l,1
45323,19917,mexicana_l,1
45324,19917,pepperoni_s,1
45325,19917,soppressata_m,1
45326,19918,big_meat_s,1
45327,19918,spicy_ital_l,1
45328,19919,ckn_alfredo_m,1
45329,19919,classic_dlx_m,1
45330,19919,spin_pesto_s,1
45331,19919,thai_ckn_m,1
45332,19920,soppressata_l,1
45333,19921,cali_ckn_m,1
45334,19922,mediterraneo_m,1
45335,19923,prsc_argla_m,1
45336,19924,brie_carre_s,1
45337,19924,four_cheese_m,1
45338,19924,hawaiian_l,1
45339,19924,southw_ckn_l,1
45340,19925,bbq_ckn_m,1
45341,19925,big_meat_s,1
45342,19925,pepperoni_l,1
45343,19925,pepperoni_m,1
45344,19925,southw_ckn_l,1
45345,19925,spinach_fet_s,1
45346,19926,bbq_ckn_l,1
45347,19926,four_cheese_m,1
45348,19926,thai_ckn_s,1
45349,19927,bbq_ckn_s,1
45350,19927,ital_cpcllo_l,1
45351,19928,four_cheese_l,1
45352,19929,big_meat_s,2
45353,19929,cali_ckn_l,1
45354,19929,classic_dlx_l,1
45355,19930,southw_ckn_l,1
45356,19931,mediterraneo_l,1
45357,19932,classic_dlx_m,1
45358,19932,classic_dlx_s,1
45359,19932,four_cheese_l,1
45360,19932,mexicana_l,1
45361,19932,mexicana_m,1
45362,19932,napolitana_m,1
45363,19932,napolitana_s,1
45364,19932,sicilian_s,2
45365,19932,southw_ckn_s,1
45366,19932,spinach_fet_m,1
45367,19932,spinach_supr_m,1
45368,19932,spinach_supr_s,1
45369,19932,veggie_veg_m,1
45370,19933,hawaiian_s,1
45371,19933,mediterraneo_m,1
45372,19933,mexicana_m,1
45373,19934,mexicana_m,1
45374,19935,green_garden_s,1
45375,19935,pepperoni_s,1
45376,19935,spicy_ital_s,1
45377,19936,cali_ckn_m,1
45378,19936,mexicana_l,1
45379,19936,mexicana_m,1
45380,19936,thai_ckn_l,1
45381,19937,ckn_alfredo_m,1
45382,19937,mexicana_l,1
45383,19937,spinach_supr_s,1
45384,19938,sicilian_s,1
45385,19939,five_cheese_l,1
45386,19939,pepperoni_l,1
45387,19939,spinach_fet_m,1
45388,19940,sicilian_l,1
45389,19940,spicy_ital_m,1
45390,19940,spicy_ital_s,1
45391,19940,thai_ckn_l,1
45392,19941,mexicana_m,1
45393,19942,classic_dlx_l,1
45394,19942,four_cheese_l,1
45395,19942,hawaiian_m,1
45396,19942,thai_ckn_l,1
45397,19943,spinach_fet_l,1
45398,19944,four_cheese_l,1
45399,19944,veggie_veg_l,1
45400,19945,pepperoni_s,1
45401,19945,prsc_argla_l,1
45402,19945,spicy_ital_l,1
45403,19945,spin_pesto_l,1
45404,19946,bbq_ckn_l,1
45405,19946,southw_ckn_s,1
45406,19946,the_greek_m,1
45407,19946,veggie_veg_s,1
45408,19947,pepperoni_l,1
45409,19948,ital_supr_m,1
45410,19948,peppr_salami_s,1
45411,19949,ckn_alfredo_m,1
45412,19949,hawaiian_l,1
45413,19949,ital_cpcllo_l,1
45414,19949,spicy_ital_l,1
45415,19950,thai_ckn_l,1
45416,19951,southw_ckn_m,1
45417,19951,spicy_ital_m,1
45418,19951,spinach_supr_m,1
45419,19952,napolitana_l,1
45420,19953,brie_carre_s,1
45421,19953,ital_supr_l,1
45422,19953,pepperoni_l,1
45423,19953,southw_ckn_l,1
45424,19954,ckn_alfredo_m,1
45425,19955,hawaiian_l,1
45426,19955,ital_veggie_m,1
45427,19955,mexicana_l,1
45428,19955,thai_ckn_s,1
45429,19956,classic_dlx_m,1
45430,19956,prsc_argla_s,1
45431,19956,southw_ckn_s,1
45432,19956,thai_ckn_m,1
45433,19957,four_cheese_l,1
45434,19957,ital_cpcllo_l,1
45435,19957,veggie_veg_s,1
45436,19958,mexicana_s,1
45437,19959,five_cheese_l,1
45438,19959,hawaiian_l,1
45439,19959,thai_ckn_l,1
45440,19959,thai_ckn_m,1
45441,19960,hawaiian_l,1
45442,19961,bbq_ckn_l,1
45443,19961,napolitana_l,1
45444,19961,thai_ckn_l,1
45445,19962,cali_ckn_l,1
45446,19962,hawaiian_l,1
45447,19962,pepperoni_s,1
45448,19963,sicilian_s,1
45449,19963,soppressata_s,1
45450,19963,spin_pesto_s,1
45451,19964,ital_supr_l,1
45452,19964,napolitana_l,1
45453,19964,prsc_argla_s,1
45454,19965,five_cheese_l,1
45455,19965,hawaiian_s,1
45456,19965,spinach_fet_s,1
45457,19966,prsc_argla_s,1
45458,19966,thai_ckn_m,1
45459,19967,hawaiian_s,1
45460,19967,ital_supr_l,1
45461,19967,sicilian_s,1
45462,19968,ckn_alfredo_m,1
45463,19968,mediterraneo_s,1
45464,19968,spicy_ital_l,1
45465,19968,veggie_veg_l,1
45466,19969,prsc_argla_l,1
45467,19969,spinach_fet_m,1
45468,19970,peppr_salami_m,1
45469,19970,southw_ckn_m,1
45470,19971,the_greek_m,1
45471,19972,classic_dlx_m,1
45472,19973,hawaiian_l,1
45473,19973,hawaiian_s,1
45474,19973,pepperoni_l,1
45475,19973,spinach_supr_s,1
45476,19974,classic_dlx_l,1
45477,19974,hawaiian_l,1
45478,19974,pep_msh_pep_l,1
45479,19974,pepperoni_m,1
45480,19975,pep_msh_pep_s,1
45481,19976,brie_carre_s,1
45482,19976,southw_ckn_l,1
45483,19977,hawaiian_s,1
45484,19978,cali_ckn_m,1
45485,19979,spinach_fet_m,1
45486,19980,four_cheese_l,1
45487,19980,hawaiian_l,1
45488,19981,southw_ckn_m,1
45489,19982,hawaiian_s,1
45490,19983,peppr_salami_l,1
45491,19984,bbq_ckn_l,1
45492,19984,bbq_ckn_m,1
45493,19984,cali_ckn_m,1
45494,19984,ckn_alfredo_l,1
45495,19984,classic_dlx_s,1
45496,19984,hawaiian_m,1
45497,19984,hawaiian_s,1
45498,19984,napolitana_l,1
45499,19984,pep_msh_pep_s,1
45500,19984,pepperoni_m,1
45501,19984,peppr_salami_l,1
45502,19984,sicilian_s,1
45503,19984,spinach_supr_l,1
45504,19984,the_greek_s,1
45505,19985,cali_ckn_s,2
45506,19986,big_meat_s,1
45507,19987,ckn_pesto_s,1
45508,19988,big_meat_s,1
45509,19988,cali_ckn_l,1
45510,19988,cali_ckn_m,1
45511,19988,ckn_alfredo_m,1
45512,19988,ital_veggie_s,1
45513,19988,mediterraneo_s,1
45514,19988,pep_msh_pep_s,1
45515,19988,sicilian_m,1
45516,19988,southw_ckn_s,1
45517,19988,spinach_fet_l,1
45518,19988,spinach_fet_s,1
45519,19988,thai_ckn_l,1
45520,19988,the_greek_xl,2
45521,19989,big_meat_s,1
45522,19990,big_meat_s,1
45523,19990,five_cheese_l,1
45524,19990,ital_cpcllo_l,1
45525,19991,calabrese_m,1
45526,19991,ital_cpcllo_m,1
45527,19991,peppr_salami_m,1
45528,19991,sicilian_l,1
45529,19992,soppressata_l,1
45530,19993,classic_dlx_s,1
45531,19994,peppr_salami_m,1
45532,19995,pepperoni_l,1
45533,19995,sicilian_l,1
45534,19995,spicy_ital_m,1
45535,19996,big_meat_s,1
45536,19996,hawaiian_l,1
45537,19996,mediterraneo_s,1
45538,19996,pepperoni_s,1
45539,19997,ital_cpcllo_l,1
45540,19998,spin_pesto_m,1
45541,19999,green_garden_s,1
45542,20000,ckn_pesto_m,1
45543,20000,four_cheese_l,1
45544,20000,mediterraneo_l,1
45545,20000,sicilian_m,1
45546,20001,cali_ckn_s,1
45547,20002,calabrese_l,1
45548,20002,thai_ckn_m,1
45549,20002,veggie_veg_s,1
45550,20003,ckn_alfredo_l,1
45551,20003,classic_dlx_m,1
45552,20003,spicy_ital_l,1
45553,20003,thai_ckn_s,1
45554,20004,sicilian_s,1
45555,20005,big_meat_s,1
45556,20005,ckn_alfredo_m,1
45557,20005,green_garden_s,1
45558,20005,southw_ckn_l,1
45559,20006,cali_ckn_l,1
45560,20006,spinach_fet_l,1
45561,20007,big_meat_s,2
45562,20008,mexicana_m,1
45563,20008,peppr_salami_m,1
45564,20008,spicy_ital_l,1
45565,20008,spinach_supr_s,1
45566,20009,cali_ckn_m,1
45567,20009,southw_ckn_l,1
45568,20009,veggie_veg_m,1
45569,20010,pepperoni_m,1
45570,20010,spicy_ital_s,1
45571,20010,spin_pesto_m,1
45572,20010,spinach_fet_l,1
45573,20011,five_cheese_l,1
45574,20011,ital_cpcllo_s,1
45575,20011,sicilian_s,1
45576,20011,soppressata_m,1
45577,20012,cali_ckn_s,1
45578,20012,ital_supr_m,1
45579,20013,prsc_argla_s,1
45580,20014,ital_cpcllo_l,1
45581,20014,mediterraneo_l,1
45582,20014,peppr_salami_l,1
45583,20014,thai_ckn_s,1
45584,20015,bbq_ckn_s,1
45585,20015,spinach_supr_l,1
45586,20016,ital_supr_l,1
45587,20017,spinach_fet_s,1
45588,20018,the_greek_xl,1
45589,20019,ital_supr_l,1
45590,20020,spin_pesto_m,1
45591,20021,four_cheese_l,1
45592,20022,green_garden_m,1
45593,20023,big_meat_s,1
45594,20023,brie_carre_s,1
45595,20023,hawaiian_m,1
45596,20023,ital_supr_l,1
45597,20024,bbq_ckn_l,1
45598,20024,cali_ckn_m,1
45599,20024,peppr_salami_m,1
45600,20024,prsc_argla_s,1
45601,20025,veggie_veg_m,2
